start
done
         845400 function calls (831173 primitive calls) in 0.725 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      144    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      144    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      144    0.000    0.000    0.002    0.000 linecache.py:15(getline)
      144    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
      144    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      141    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
      141    0.001    0.000    0.003    0.000 textwrap.py:414(dedent)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
      139    0.000    0.000    0.000    0.000 utils.py:86(<genexpr>)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
      132    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      132    0.000    0.000    0.000    0.000 deprecation.py:23(_generate_deprecation_message)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
      130    0.000    0.000    0.000    0.000 pyplot.py:1795(<genexpr>)
      129    0.000    0.000    0.001    0.000 inspect.py:613(cleandoc)
      128    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
      126    0.000    0.000    0.000    0.000 colors.py:639(__init__)
      126    0.001    0.000    0.005    0.000 deprecation.py:178(deprecate)
      126    0.000    0.000    0.000    0.000 deprecation.py:115(deprecated)
      125    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
      124    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
      122    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      122    0.000    0.000    0.000    0.000 _util.py:174(check_random_state)
      121    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      121    0.001    0.000    0.003    0.000 __init__.py:1615(_get)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3343(<listcomp>)
   121/59    0.000    0.000    0.003    0.000 pyparsing.py:3341(copy)
      120    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
      120    0.000    0.000    0.004    0.000 __init__.py:1416(get_metadata)
      120    0.000    0.000    0.004    0.000 __init__.py:1431(get_metadata_lines)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
      117    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      117    0.000    0.000    0.004    0.000 rcsetup.py:90(<listcomp>)
      113    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      112    0.000    0.000    0.007    0.000 _distn_infrastructure.py:589(__init__)
      112    0.001    0.000    0.023    0.000 _distn_infrastructure.py:624(_construct_argparser)
      112    0.001    0.000    0.047    0.000 _distn_infrastructure.py:704(_construct_doc)
  109/105    0.000    0.000    0.000    0.000 __init__.py:409(wrapper)
      108    0.000    0.000    0.000    0.000 mycarta.py:53(__init__)
      108    0.000    0.000    0.001    0.000 deprecation.py:237(finalize)
      104    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
  103/100    0.047    0.000    0.050    0.001 {built-in method _imp.create_dynamic}
   103/98    0.005    0.000    0.008    0.000 {built-in method _imp.exec_dynamic}
      103    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      103    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
  103/100    0.000    0.000    0.051    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
   103/98    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
    102/2    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
      101    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       98    0.002    0.000    0.071    0.001 _distn_infrastructure.py:1497(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
       94    0.000    0.000    0.000    0.000 types.py:164(__get__)
       93    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
       92    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       92    0.003    0.000    0.008    0.000 __init__.py:316(namedtuple)
       89    0.000    0.000    0.000    0.000 docstring.py:98(do_copy)
       89    0.000    0.000    0.000    0.000 docstring.py:96(copy)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       88    0.000    0.000    0.001    0.000 docstring.py:122(<lambda>)
       88    0.000    0.000    0.000    0.000 docstring.py:115(copy_dedent)
       87    0.000    0.000    0.000    0.000 six.py:105(__init__)
       87    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       86    0.000    0.000    0.005    0.000 __init__.py:3277(<genexpr>)
       86    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
       86    0.000    0.000    0.000    0.000 rcsetup.py:201(validate_int)
       86    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       85    0.000    0.000    0.002    0.000 __init__.py:2290(fixup_namespace_packages)
       85    0.000    0.000    0.004    0.000 __init__.py:2776(activate)
       85    0.000    0.000    0.000    0.000 __init__.py:2896(<listcomp>)
       85    0.000    0.000    0.001    0.000 __init__.py:2870(insert_on)
       85    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
       84    0.000    0.000    0.000    0.000 docstring.py:40(__call__)
       84    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3238(__init__)
       84    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
       84    0.000    0.000    0.000    0.000 utils.py:70(__init__)
       84    0.000    0.000    0.000    0.000 utils.py:75(__call__)
       84    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       84    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
       84    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
       84    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
       83    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
       83    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
       82    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
       79    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
       77    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       77    0.000    0.000    0.000    0.000 __init__.py:872(__getitem__)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
       77    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       77    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       76    0.000    0.000    0.000    0.000 __init__.py:329(iterable)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
    73/18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
    73/18    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1465(set)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1520(_parseCache)
       72    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       72    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
       69    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       68    0.000    0.000    0.000    0.000 wesanderson.py:341(__init__)
       68    0.000    0.000    0.000    0.000 wesanderson.py:366(get_map)
       68    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       68    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
       68    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3368(__init__)
       66    0.001    0.000    0.012    0.000 {built-in method builtins.sorted}
       66    0.000    0.000    0.001    0.000 pyparsing.py:1799(__add__)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3697(__init__)
       65    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
       64    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       64    0.001    0.000    0.008    0.000 colors.py:713(from_list)
       64    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
       64    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       63    0.000    0.000    0.000    0.000 __init__.py:1890(has_metadata)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:3375(parseImpl)
       63    0.000    0.000    0.000    0.000 rcsetup.py:429(validate_fontsize)
       62    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
       61    0.000    0.000    0.000    0.000 __init__.py:1916(make_alias)
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       60    0.000    0.000    0.000    0.000 cm.py:60(<listcomp>)
       60    0.000    0.000    0.000    0.000 rcsetup.py:72(<listcomp>)
       60    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
       60    0.001    0.000    0.002    0.000 function_base.py:37(linspace)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:2083(any)
       60    0.000    0.000    0.000    0.000 _methods.py:42(_any)
       60    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       60    0.000    0.000    0.000    0.000 {built-in method numpy.result_type}
       60    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       59    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       58    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3270(<listcomp>)
    58/10    0.000    0.000    0.003    0.000 pyparsing.py:3266(leaveWhitespace)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       56    0.000    0.000    0.000    0.000 patches.py:1919(_register_style)
       55    0.000    0.000    0.000    0.000 rcsetup.py:667(__call__)
       55    0.000    0.000    0.000    0.000 rcsetup.py:939(_validate_linestyle)
       55    0.000    0.000    0.000    0.000 distance.py:1685(<genexpr>)
       54    0.000    0.000    0.001    0.000 __init__.py:963(_open_file_or_url)
       54    0.000    0.000    0.000    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
       53    0.000    0.000    0.000    0.000 core.py:892(__init__)
       53    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
       51    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
       50    0.000    0.000    0.000    0.000 enum.py:623(name)
       49    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       49    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
       49    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
       48    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
